EmployeeID,Skill,ProficiencyLevel,MonthsSinceLastUse,EvidenceType
E0319,Data Storytelling,2,27,Self-assessment
E0319,Project Management,2,29,Manager validation
E0319,DAX,1,22,Manager validation
E0320,SQL,3,45,Self-assessment
E0320,Business Acumen,2,21,Certification
E0320,Data Quality,2,25,Manager validation
E0320,Data Modeling,4,45,Self-assessment
E0320,Stakeholder Management,2,33,Self-assessment
E0320,Machine Learning,4,17,Self-assessment
E0320,Data Governance,3,24,Manager validation
E0320,Python,4,45,Self-assessment
E0320,Power BI,1,16,Project evidence
E0320,Internal Mobility,2,36,Project evidence
E0320,People Analytics,2,46,Project evidence
E0321,Excel,2,47,Self-assessment
E0321,Business Acumen,2,35,Self-assessment
E0321,Data Modeling,4,14,Project evidence
E0321,NLP,4,43,Self-assessment
E0321,Stakeholder Management,1,47,Manager validation
E0321,Data Governance,2,39,Self-assessment
E0321,Machine Learning,5,21,Manager validation
E0321,Python,4,45,Manager validation
E0322,Excel,2,10,Manager validation
E0322,Business Acumen,2,41,Manager validation
E0322,Power BI,3,13,Certification
E0322,Performance Analytics,3,33,Manager validation
E0322,Stakeholder Management,2,45,Manager validation
E0322,Communication,2,21,Manager validation
E0322,Project Management,1,31,Project evidence
E0323,Change Management,4,15,Certification
E0323,Excel,2,39,Manager validation
E0323,Business Acumen,4,8,Certification
E0323,Data Quality,2,32,Project evidence
E0323,Employee Engagement,2,21,Self-assessment
E0323,Stakeholder Management,4,30,Manager validation
E0323,Communication,2,7,Certification
E0323,Data Storytelling,5,24,Manager validation
E0323,Power BI,1,17,Manager validation
E0323,People Analytics,4,31,Manager validation
E0323,Skills Gap Analysis,2,30,Manager validation
E0324,Change Management,3,11,Self-assessment
E0324,Excel,3,44,Project evidence
E0324,Scenario Modeling,1,42,Project evidence
E0324,Business Acumen,4,7,Self-assessment
E0324,Project Management,3,35,Self-assessment
E0324,Data Quality,1,5,Project evidence
E0324,Stakeholder Management,4,9,Project evidence
E0324,Data Storytelling,2,23,Project evidence
E0324,Power BI,3,42,Self-assessment
E0324,Python,2,33,Manager validation
E0324,Data Modeling,2,9,Certification
E0325,Excel,3,6,Manager validation
E0325,Business Acumen,3,20,Manager validation
E0325,Employee Engagement,2,33,Certification
E0325,Stakeholder Management,3,22,Project evidence
E0325,Communication,1,18,Manager validation
E0325,Data Storytelling,3,5,Certification
E0325,Project Management,3,38,Project evidence
E0325,Workforce Planning,2,10,Manager validation
E0325,Talent Intelligence,1,10,Self-assessment
E0326,Excel,2,14,Manager validation
E0326,Business Acumen,3,34,Self-assessment
E0326,Performance Analytics,3,47,Manager validation
E0326,Stakeholder Management,2,8,Manager validation
E0326,Power BI,2,14,Certification
E0327,Change Management,3,16,Project evidence
E0327,Business Acumen,3,46,Certification
E0327,Data Quality,1,42,Self-assessment
E0327,Employee Engagement,3,11,Project evidence
E0327,Stakeholder Management,4,9,Manager validation
E0327,Communication,1,24,Project evidence
E0327,Data Storytelling,3,43,Manager validation
E0327,Power BI,3,48,Manager validation
E0328,Excel,2,22,Manager validation
E0328,Business Acumen,3,9,Project evidence
E0328,Performance Analytics,3,20,Self-assessment
E0328,Data Storytelling,2,26,Self-assessment
E0328,Project Management,1,8,Manager validation
E0328,Power Query,2,23,Self-assessment
E0328,Power BI,1,47,Self-assessment
E0329,Excel,1,20,Self-assessment
E0329,Data Quality,2,37,Manager validation
E0329,Employee Engagement,3,18,Certification
E0329,Stakeholder Management,3,32,Self-assessment
E0329,Communication,2,13,Self-assessment
E0329,Power BI,1,39,Manager validation
E0329,People Analytics,1,38,Self-assessment
E0329,Internal Mobility,2,37,Self-assessment
E0330,Excel,1,26,Project evidence
E0330,Business Acumen,2,8,Manager validation
E0330,Power BI,1,29,Manager validation
E0330,Performance Analytics,2,10,Certification
E0330,Data Quality,1,23,Manager validation
E0330,Stakeholder Management,2,18,Self-assessment
E0330,Project Management,2,46,Self-assessment
E0331,Change Management,2,26,Project evidence
E0331,Business Acumen,4,26,Self-assessment
E0331,Power BI,1,48,Manager validation
E0331,Employee Engagement,1,29,Self-assessment
E0331,Stakeholder Management,4,18,Self-assessment
E0331,Communication,2,44,Manager validation
E0331,Data Storytelling,3,20,Self-assessment
E0331,Project Management,3,43,Self-assessment
E0331,DAX,2,17,Self-assessment
E0331,Statistics,1,42,Certification
E0332,Change Management,5,31,Self-assessment
E0332,Excel,3,40,Project evidence
E0332,Business Acumen,5,48,Manager validation
E0332,Data Quality,1,17,Manager validation
E0332,Stakeholder Management,3,14,Project evidence
E0332,Data Visualization,2,37,Manager validation
E0332,Data Storytelling,2,5,Certification
E0332,Forecasting,1,12,Certification
E0332,Power BI,1,34,Project evidence
E0333,Business Acumen,2,44,Self-assessment
E0333,Data Quality,3,35,Manager validation
E0333,Data Modeling,4,38,Self-assessment
E0333,NLP,3,46,Project evidence
E0333,Stakeholder Management,2,29,Certification
E0333,Machine Learning,3,42,Self-assessment
E0333,Data Governance,3,30,Manager validation
E0333,Python,3,46,Project evidence
E0333,Power Query,1,45,Project evidence
E0333,DAX,1,21,Self-assessment
E0334,SQL,3,42,Manager validation
E0334,Change Management,4,32,Self-assessment
E0334,Business Acumen,3,22,Manager validation
E0334,Data Quality,1,28,Manager validation
E0334,Data Modeling,4,18,Manager validation
E0334,Stakeholder Management,5,39,Project evidence
E0334,Machine Learning,4,18,Project evidence
E0334,Generative AI,2,41,Certification
E0334,Communication,3,7,Project evidence
E0334,Data Storytelling,3,41,Self-assessment
E0334,Python,3,11,Self-assessment
E0334,Power BI,2,48,Manager validation
E0334,Power Query,1,11,Project evidence
E0335,Excel,2,15,Manager validation
E0335,Scenario Modeling,3,15,Project evidence
E0335,Data Quality,1,21,Manager validation
E0335,Stakeholder Management,2,31,Certification
E0335,Data Visualization,2,22,Self-assessment
E0335,Statistics,1,19,Certification
E0335,Power BI,3,36,Manager validation
E0336,Business Acumen,2,26,Project evidence
E0336,Data Quality,2,29,Manager validation
E0336,Stakeholder Management,1,38,Project evidence
E0336,Communication,2,13,Project evidence
E0336,Data Storytelling,3,20,Self-assessment
E0336,Power BI,2,35,Self-assessment
E0336,Data Modeling,3,36,Certification
E0336,Python,1,22,Self-assessment
E0337,SQL,5,25,Self-assessment
E0337,Data Quality,3,43,Certification
E0337,Data Modeling,4,11,Manager validation
E0337,NLP,3,31,Manager validation
E0337,Stakeholder Management,1,45,Self-assessment
E0337,Machine Learning,4,18,Self-assessment
E0337,Project Management,2,11,Self-assessment
E0337,Python,4,15,Self-assessment
E0337,Talent Intelligence,2,25,Self-assessment
E0337,Skills Gap Analysis,1,46,Project evidence
E0338,SQL,3,27,Self-assessment
E0338,Data Quality,1,7,Self-assessment
E0338,NLP,1,42,Self-assessment
E0338,Stakeholder Management,3,5,Manager validation
E0338,Data Governance,4,24,Self-assessment
E0338,Machine Learning,5,48,Self-assessment
E0338,Generative AI,3,34,Self-assessment
E0338,Communication,3,14,Project evidence
E0338,Statistics,1,9,Self-assessment
E0338,Data Modeling,4,37,Certification
E0339,Excel,3,27,Self-assessment
E0339,Business Acumen,1,16,Self-assessment
E0339,Stakeholder Management,2,10,Self-assessment
E0339,Generative AI,2,23,Self-assessment
E0339,Statistics,3,21,Project evidence
E0339,Data Visualization,2,26,Manager validation
E0339,Project Management,1,47,Manager validation
E0340,Excel,3,46,Manager validation
E0340,Scenario Modeling,2,18,Self-assessment
E0340,Business Acumen,3,13,Project evidence
E0340,Stakeholder Management,1,46,Project evidence
E0340,Data Visualization,1,34,Self-assessment
E0340,Statistics,1,20,Manager validation
E0340,Power BI,2,7,Project evidence
E0340,Python,1,17,Project evidence
E0341,Excel,2,23,Manager validation
E0341,Business Acumen,3,16,Project evidence
E0341,Performance Analytics,2,32,Self-assessment
E0341,Project Management,2,25,Certification
E0341,Stakeholder Management,1,17,Self-assessment
E0341,Power BI,2,10,Certification
E0342,Excel,2,11,Manager validation
E0342,Business Acumen,3,31,Certification
E0342,Performance Analytics,2,48,Project evidence
E0342,Stakeholder Management,1,48,Project evidence
E0342,Communication,3,48,Self-assessment
E0342,Data Storytelling,1,27,Project evidence
E0342,Power BI,2,44,Certification
E0342,Internal Mobility,2,11,Certification
E0342,Skills Gap Analysis,1,30,Self-assessment
E0343,Change Management,4,18,Project evidence
E0343,Business Acumen,3,32,Project evidence
E0343,Data Quality,2,41,Manager validation
E0343,Stakeholder Management,3,5,Project evidence
E0343,Data Governance,2,41,Project evidence
E0343,Communication,2,8,Manager validation
E0343,Data Storytelling,2,18,Self-assessment
E0343,Project Management,3,48,Manager validation
E0344,Change Management,2,11,Certification
E0344,Business Acumen,3,27,Manager validation
E0344,Employee Engagement,2,10,Self-assessment
E0344,Stakeholder Management,4,4,Project evidence
E0344,Communication,3,21,Project evidence
E0344,Data Storytelling,5,39,Self-assessment
E0344,Power BI,1,12,Certification
E0345,Business Acumen,2,27,Self-assessment
E0345,Stakeholder Management,1,25,Project evidence
E0345,Data Visualization,2,46,Manager validation
E0345,Communication,2,5,Self-assessment
E0345,Statistics,1,13,Self-assessment
E0345,Forecasting,2,44,Manager validation
E0345,Power BI,1,26,Self-assessment
E0345,Data Modeling,2,39,Project evidence
E0345,SQL,3,9,Manager validation
E0345,Workforce Planning,2,45,Project evidence
E0345,Talent Intelligence,2,32,Manager validation
E0346,Excel,3,23,Manager validation
E0346,Business Acumen,3,25,Certification
E0346,Power BI,1,19,Self-assessment
E0346,Performance Analytics,1,11,Manager validation
E0346,Data Quality,3,48,Project evidence
E0346,Stakeholder Management,3,11,Self-assessment
E0346,Project Management,1,38,Manager validation
E0346,Statistics,2,8,Self-assessment
E0347,Excel,2,15,Self-assessment
E0347,Power BI,3,14,Manager validation
E0347,Employee Engagement,3,8,Manager validation
E0347,Communication,1,34,Self-assessment
E0347,Data Storytelling,1,5,Certification
E0347,Project Management,2,40,Manager validation
E0347,Python,3,20,Manager validation
E0347,Data Modeling,3,5,Manager validation
E0348,HR Data Management,3,37,Manager validation
E0348,Change Management,4,21,Project evidence
E0348,Excel,3,13,Certification
E0348,Business Acumen,3,5,Manager validation
E0348,Employee Engagement,4,18,Project evidence
E0348,Stakeholder Management,4,28,Project evidence
E0348,Learning Analytics,1,27,Manager validation
E0348,Data Storytelling,4,12,Self-assessment
E0348,People Analytics,3,20,Project evidence
E0348,Data Visualization,2,5,Manager validation
E0348,Statistics,3,34,Self-assessment
E0348,Talent Management,3,32,Project evidence
E0348,Project Management,1,44,Certification
E0348,Power BI,2,25,Self-assessment
E0348,SQL,3,23,Self-assessment
E0349,Scenario Modeling,2,23,Manager validation
E0349,Data Quality,1,8,Project evidence
E0349,Stakeholder Management,1,15,Project evidence
E0349,Statistics,2,31,Project evidence
E0349,Communication,1,42,Manager validation
E0349,Data Visualization,1,12,Project evidence
E0349,Power BI,2,48,Self-assessment
E0350,Business Acumen,3,34,Manager validation
E0350,Project Management,2,46,Project evidence
E0350,Performance Analytics,3,28,Self-assessment
E0350,Stakeholder Management,2,37,Project evidence
E0350,Communication,2,40,Self-assessment
E0350,Data Storytelling,2,22,Self-assessment
E0350,Power BI,3,14,Self-assessment
E0350,Talent Intelligence,2,44,Self-assessment
E0350,Internal Mobility,1,39,Self-assessment
E0351,Change Management,4,47,Certification
E0351,Excel,2,6,Manager validation
E0351,Business Acumen,4,12,Project evidence
E0351,Project Management,1,33,Self-assessment
E0351,Data Quality,3,26,Self-assessment
E0351,Stakeholder Management,2,17,Self-assessment
E0351,Communication,3,41,Self-assessment
E0351,Data Storytelling,4,41,Manager validation
E0351,Power BI,2,46,Certification
E0352,SQL,2,15,Certification
E0352,Business Acumen,3,27,Certification
E0352,NLP,2,7,Manager validation
E0352,Data Governance,3,34,Self-assessment
E0352,Generative AI,4,28,Self-assessment
E0352,Communication,2,3,Project evidence
E0352,Project Management,2,34,Certification
E0352,Python,4,25,Self-assessment
E0352,People Analytics,2,11,Project evidence
E0352,Workforce Planning,4,29,Self-assessment
E0353,Excel,1,28,Manager validation
E0353,Business Acumen,3,43,Self-assessment
E0353,Project Management,2,32,Project evidence
E0353,Communication,1,12,Certification
E0353,Power BI,1,19,Certification
E0353,Data Modeling,2,46,Self-assessment
E0353,Skills Gap Analysis,3,32,Self-assessment
E0353,Workforce Planning,1,17,Self-assessment
E0354,Excel,3,40,Manager validation
E0354,Business Acumen,2,41,Certification
E0354,Data Quality,2,35,Self-assessment
E0354,Stakeholder Management,2,47,Project evidence
E0354,Communication,2,21,Project evidence
E0354,Project Management,4,32,Manager validation
E0354,Internal Mobility,2,19,Self-assessment
E0354,Workforce Planning,3,9,Self-assessment
E0355,Change Management,4,12,Manager validation
E0355,Excel,1,21,Self-assessment
E0355,Business Acumen,3,34,Project evidence
E0355,Data Quality,2,29,Self-assessment
E0355,Employee Engagement,3,13,Manager validation
E0355,Stakeholder Management,3,3,Self-assessment
E0355,Data Storytelling,2,18,Project evidence
E0356,SQL,2,4,Manager validation
E0356,Excel,2,27,Manager validation
E0356,Performance Analytics,4,40,Certification
E0356,Data Quality,1,17,Manager validation
E0356,Recruiting Analytics,4,34,Manager validation
E0356,Workforce Planning,3,36,Manager validation
E0356,Data Storytelling,2,38,Self-assessment
E0356,Talent Analytics,4,11,Project evidence
E0356,Data Visualization,4,19,Manager validation
E0356,Communication,3,21,Self-assessment
E0356,Talent Management,3,9,Self-assessment
E0357,SQL,5,22,Self-assessment
E0357,Excel,3,27,Self-assessment
E0357,Data Quality,2,12,Manager validation
E0357,Data Modeling,2,18,Project evidence
E0357,Data Governance,1,36,Self-assessment
E0357,Machine Learning,3,10,Project evidence
E0357,Communication,3,29,Project evidence
E0357,Python,3,45,Self-assessment
E0358,Data Storytelling,1,38,Project evidence
E0358,Excel,1,16,Self-assessment
E0358,Stakeholder Management,2,41,Self-assessment
E0358,Business Acumen,2,13,Project evidence
E0359,Excel,1,7,Certification
E0359,Performance Analytics,3,29,Project evidence
E0359,Data Quality,1,23,Project evidence
E0359,Stakeholder Management,3,19,Project evidence
E0359,Data Storytelling,1,11,Self-assessment
E0359,Power BI,1,31,Project evidence
E0360,Excel,3,25,Self-assessment
E0360,Business Acumen,2,15,Self-assessment
E0360,Employee Engagement,2,38,Manager validation
E0360,Stakeholder Management,3,42,Self-assessment
E0360,Communication,2,37,Self-assessment
E0360,Power BI,2,8,Self-assessment
E0360,Talent Intelligence,1,3,Project evidence
E0360,People Analytics,2,8,Self-assessment
E0361,HR Data Management,3,5,Manager validation
E0361,Business Acumen,2,35,Self-assessment
E0361,Data Quality,3,18,Manager validation
E0361,Employee Engagement,2,10,Certification
E0361,HRIS,4,14,Project evidence
E0361,Workforce Planning,3,32,Certification
E0361,Talent Analytics,4,47,Manager validation
E0361,Statistics,3,48,Manager validation
E0361,Communication,2,23,Self-assessment
E0361,Data Storytelling,1,33,Self-assessment
E0361,Power BI,1,13,Self-assessment
E0362,Excel,3,12,Manager validation
E0362,Business Acumen,3,12,Self-assessment
E0362,Performance Analytics,2,11,Certification
E0362,Data Quality,1,10,Certification
E0362,Stakeholder Management,3,40,Project evidence
E0362,Project Management,3,41,Certification
E0363,Business Acumen,3,45,Self-assessment
E0363,Performance Analytics,3,40,Manager validation
E0363,Data Quality,2,10,Project evidence
E0363,Communication,2,13,Project evidence
E0363,Data Storytelling,1,26,Self-assessment
E0363,Power BI,3,31,Self-assessment
E0364,Excel,3,13,Project evidence
E0364,Business Acumen,1,47,Project evidence
E0364,Performance Analytics,2,46,Manager validation
E0364,Data Quality,2,9,Certification
E0364,Communication,1,31,Manager validation
E0364,Data Storytelling,3,26,Manager validation
E0364,Project Management,2,47,Project evidence
E0365,Excel,4,14,Manager validation
E0365,Data Quality,2,26,Manager validation
E0365,Stakeholder Management,1,15,Manager validation
E0365,Generative AI,2,44,Manager validation
E0365,Statistics,3,42,Manager validation
E0365,Data Visualization,1,9,Manager validation
E0365,Data Storytelling,1,15,Self-assessment
E0365,Power BI,2,40,Project evidence
E0365,Python,2,40,Certification
E0366,Excel,2,13,Self-assessment
E0366,Scenario Modeling,2,9,Self-assessment
E0366,Data Quality,3,18,Self-assessment
E0366,Communication,2,16,Certification
E0366,Forecasting,1,30,Self-assessment
E0366,Project Management,4,11,Certification
E0367,Business Acumen,2,34,Self-assessment
E0367,Employee Engagement,2,6,Self-assessment
E0367,Stakeholder Management,2,11,Self-assessment
E0367,Communication,1,8,Manager validation
E0367,Data Storytelling,2,9,Self-assessment
E0367,Power BI,2,9,Self-assessment
E0368,Excel,3,29,Self-assessment
E0368,Project Management,3,18,Self-assessment
E0368,Data Quality,2,14,Manager validation
E0368,Statistics,3,31,Project evidence
E0368,Data Storytelling,3,12,Self-assessment
E0368,Power BI,3,38,Manager validation
E0369,Change Management,4,13,Project evidence
E0369,Excel,1,23,Self-assessment
E0369,Scenario Modeling,1,16,Manager validation
E0369,Business Acumen,4,4,Manager validation
E0369,Data Quality,2,37,Certification
E0369,Stakeholder Management,3,8,Certification
E0369,Data Storytelling,3,17,Certification
E0369,Forecasting,3,27,Manager validation
E0369,Project Management,2,16,Manager validation
E0369,Power BI,3,16,Self-assessment
E0369,Data Modeling,1,38,Project evidence
E0370,Excel,3,36,Certification
E0370,Business Acumen,2,41,Manager validation
E0370,Performance Analytics,2,9,Manager validation
E0370,Data Quality,3,36,Self-assessment
E0370,Data Storytelling,1,37,Self-assessment
E0370,Project Management,3,32,Manager validation
E0370,Power Query,3,22,Manager validation
E0370,Statistics,1,12,Project evidence
E0371,Excel,2,37,Certification
E0371,Scenario Modeling,2,7,Certification
E0371,Business Acumen,1,27,Project evidence
E0371,Data Quality,4,12,Manager validation
E0371,Forecasting,3,34,Self-assessment
E0371,Project Management,3,25,Project evidence
E0372,Change Management,4,12,Manager validation
E0372,Excel,1,10,Self-assessment
E0372,Business Acumen,3,20,Self-assessment
E0372,Stakeholder Management,4,44,Self-assessment
E0372,Data Storytelling,4,22,Self-assessment
E0372,Power BI,2,32,Manager validation
E0373,Change Management,4,3,Certification
E0373,Excel,3,26,Self-assessment
E0373,Scenario Modeling,3,22,Self-assessment
E0373,Business Acumen,2,22,Project evidence
E0373,Stakeholder Management,5,42,Self-assessment
E0373,Statistics,2,9,Project evidence
E0373,Data Storytelling,5,46,Project evidence
E0373,Forecasting,3,12,Manager validation
E0374,Excel,2,35,Project evidence
E0374,Data Modeling,2,31,Manager validation
E0374,NLP,4,17,Manager validation
E0374,Stakeholder Management,1,30,Certification
E0374,Data Governance,5,5,Manager validation
E0374,Generative AI,5,38,Manager validation
E0374,Project Management,2,7,Certification
E0374,Python,4,19,Self-assessment
E0374,DAX,4,26,Self-assessment
E0375,Change Management,4,17,Project evidence
E0375,Excel,4,21,Manager validation
E0375,Business Acumen,3,43,Self-assessment
E0375,Employee Engagement,1,11,Manager validation
E0375,Stakeholder Management,2,9,Certification
E0375,Data Storytelling,3,9,Project evidence
E0375,Power BI,2,32,Project evidence
E0375,Power Query,1,8,Manager validation
E0375,Statistics,1,17,Self-assessment
E0375,Skills Gap Analysis,3,17,Self-assessment
E0375,Workforce Planning,3,21,Self-assessment
E0376,Excel,1,26,Self-assessment
E0376,NLP,4,22,Manager validation
E0376,Machine Learning,4,15,Manager validation
E0376,Data Governance,2,16,Project evidence
E0376,Generative AI,4,35,Manager validation
E0376,Communication,3,15,Project evidence
E0376,Project Management,2,36,Manager validation
E0376,Python,3,19,Project evidence
E0377,Excel,3,14,Self-assessment
E0377,Business Acumen,3,28,Project evidence
E0377,Data Quality,2,47,Manager validation
E0377,Data Governance,1,14,Manager validation
E0377,Project Management,1,47,Manager validation
E0377,Workforce Planning,1,9,Manager validation
E0377,Internal Mobility,1,3,Self-assessment
E0378,HR Data Management,3,18,Manager validation
E0378,Excel,1,30,Manager validation
E0378,Performance Analytics,3,3,Self-assessment
E0378,Data Quality,1,42,Self-assessment
E0378,HRIS,3,40,Manager validation
E0378,Learning Analytics,1,48,Self-assessment
E0378,Data Storytelling,1,48,Project evidence
E0378,Statistics,2,31,Self-assessment
E0378,Communication,3,41,Project evidence
E0378,Data Visualization,1,44,Certification
E0378,Talent Management,2,31,Project evidence
E0378,Python,1,30,Manager validation
E0379,Excel,3,12,Manager validation
E0379,Stakeholder Management,2,9,Manager validation
E0379,Data Governance,2,39,Manager validation
E0379,Communication,2,10,Manager validation
E0379,Project Management,1,3,Project evidence
E0379,Internal Mobility,2,42,Project evidence
E0379,Talent Intelligence,2,29,Self-assessment
E0380,Scenario Modeling,3,16,Self-assessment
E0380,Business Acumen,2,23,Certification
E0380,Power BI,3,35,Self-assessment
E0380,Data Quality,2,11,Certification
E0380,Forecasting,3,46,Self-assessment
E0380,Project Management,1,26,Certification
E0381,Excel,3,27,Manager validation
E0381,Data Quality,1,43,Project evidence
E0381,NLP,5,15,Certification
E0381,Data Governance,2,28,Self-assessment
E0381,Machine Learning,4,35,Manager validation
E0381,Generative AI,4,23,Self-assessment
E0381,Project Management,3,12,Self-assessment
E0381,Python,3,10,Certification
E0382,Excel,3,15,Self-assessment
E0382,Scenario Modeling,3,17,Self-assessment
E0382,Project Management,2,38,Project evidence
E0382,Data Quality,2,39,Self-assessment
E0382,Communication,1,46,Manager validation
E0382,Forecasting,1,31,Self-assessment
E0382,Power BI,2,23,Self-assessment
E0383,Excel,2,32,Certification
E0383,Business Acumen,2,32,Project evidence
E0383,Performance Analytics,4,7,Self-assessment
E0383,Stakeholder Management,1,31,Self-assessment
E0383,Communication,2,18,Certification
E0383,Project Management,2,27,Manager validation
E0384,Excel,2,33,Manager validation
E0384,Business Acumen,2,29,Project evidence
E0384,Data Modeling,4,15,Manager validation
E0384,NLP,3,39,Project evidence
E0384,Machine Learning,3,17,Self-assessment
E0384,Data Governance,1,27,Certification
E0384,Generative AI,3,42,Project evidence
E0384,Communication,3,7,Project evidence
E0384,Internal Mobility,2,26,Self-assessment
E0384,Workforce Planning,2,12,Manager validation
E0385,Excel,3,3,Manager validation
E0385,Business Acumen,2,40,Manager validation
E0385,Performance Analytics,1,27,Manager validation
E0385,Data Quality,2,47,Self-assessment
E0385,Power BI,2,31,Project evidence
E0385,Talent Intelligence,2,26,Manager validation
E0385,Workforce Planning,2,41,Project evidence
E0386,Scenario Modeling,3,25,Manager validation
E0386,Business Acumen,3,28,Manager validation
E0386,Power BI,2,40,Certification
E0386,Stakeholder Management,2,42,Manager validation
E0386,Forecasting,4,39,Certification
E0386,Project Management,2,45,Manager validation
E0386,Power Query,1,23,Manager validation
E0386,SQL,3,46,Certification
E0387,SQL,3,9,Manager validation
E0387,Change Management,3,6,Project evidence
E0387,Excel,2,34,Manager validation
E0387,Business Acumen,4,45,Self-assessment
E0387,NLP,3,40,Manager validation
E0387,Stakeholder Management,4,13,Certification
E0387,Data Governance,1,32,Self-assessment
E0387,Generative AI,2,34,Project evidence
E0387,Communication,1,27,Self-assessment
E0387,Data Storytelling,4,37,Manager validation
E0387,Python,2,21,Manager validation
E0387,Power BI,1,14,Project evidence
E0387,Power Query,2,22,Certification
E0388,SQL,5,43,Project evidence
E0388,Change Management,4,32,Project evidence
E0388,Excel,1,37,Self-assessment
E0388,Business Acumen,3,18,Self-assessment
E0388,Data Quality,3,32,Manager validation
E0388,Data Modeling,5,35,Self-assessment
E0388,Stakeholder Management,3,47,Self-assessment
E0388,Data Governance,3,28,Project evidence
E0388,Generative AI,2,19,Self-assessment
E0388,Data Storytelling,3,36,Manager validation
E0388,Python,4,4,Self-assessment
E0388,Power BI,2,46,Certification
E0388,DAX,3,44,Manager validation
E0389,Change Management,2,16,Project evidence
E0389,Excel,2,22,Project evidence
E0389,Business Acumen,5,39,Self-assessment
E0389,Data Quality,1,27,Self-assessment
E0389,Employee Engagement,3,35,Self-assessment
E0389,Stakeholder Management,3,8,Manager validation
E0389,Data Storytelling,4,34,Self-assessment
E0389,Project Management,1,43,Self-assessment
E0390,Excel,1,4,Project evidence
E0390,Data Modeling,3,44,Project evidence
E0390,NLP,4,3,Project evidence
E0390,Stakeholder Management,2,11,Project evidence
E0390,Data Governance,2,22,Self-assessment
E0390,Generative AI,3,14,Project evidence
E0390,Project Management,2,23,Self-assessment
E0390,Python,3,11,Self-assessment
E0390,Power BI,2,47,Manager validation
E0391,Excel,2,47,Manager validation
E0391,Data Modeling,2,31,Project evidence
E0391,Machine Learning,4,10,Self-assessment
E0391,Data Governance,3,30,Manager validation
E0391,Generative AI,4,48,Self-assessment
E0391,Communication,1,5,Self-assessment
E0391,Project Management,2,17,Certification
E0391,Python,5,7,Certification
E0392,SQL,3,5,Certification
E0392,Change Management,5,11,Project evidence
E0392,Business Acumen,4,29,Self-assessment
E0392,NLP,3,6,Project evidence
E0392,Stakeholder Management,3,3,Certification
E0392,Machine Learning,4,33,Self-assessment
E0392,Data Governance,1,39,Certification
E0392,Communication,2,44,Self-assessment
E0392,Data Storytelling,3,8,Project evidence
E0392,Python,5,28,Manager validation
E0393,Scenario Modeling,1,19,Manager validation
E0393,Business Acumen,1,35,Manager validation
E0393,Stakeholder Management,2,36,Project evidence
E0393,Data Visualization,2,15,Project evidence
E0393,Statistics,2,45,Manager validation
E0393,Forecasting,1,8,Project evidence
E0393,Project Management,1,19,Self-assessment
E0393,Talent Intelligence,3,37,Manager validation
E0393,Workforce Planning,4,9,Certification
E0394,Change Management,4,38,Project evidence
E0394,Business Acumen,5,34,Certification
E0394,Data Quality,2,4,Project evidence
E0394,Stakeholder Management,5,40,Self-assessment
E0394,Data Governance,2,17,Self-assessment
E0394,Communication,2,4,Manager validation
E0394,Data Storytelling,3,19,Project evidence
E0394,Project Management,2,16,Certification
E0394,Statistics,1,5,Project evidence
E0394,DAX,2,6,Self-assessment
E0394,Internal Mobility,1,34,Self-assessment
E0394,Skills Gap Analysis,1,32,Certification
E0395,SQL,3,43,Project evidence
E0395,Excel,3,40,Manager validation
E0395,Business Acumen,3,30,Certification
E0395,NLP,2,12,Manager validation
E0395,Stakeholder Management,2,40,Self-assessment
E0395,Machine Learning,3,38,Certification
E0395,Generative AI,3,6,Project evidence
E0395,Python,3,4,Project evidence
E0395,Workforce Planning,1,18,Self-assessment
E0395,Skills Gap Analysis,3,10,Certification
E0396,SQL,3,6,Self-assessment
E0396,Data Quality,2,27,Project evidence
E0396,NLP,3,48,Certification
E0396,Stakeholder Management,2,20,Manager validation
E0396,Data Governance,1,8,Manager validation
E0396,Generative AI,4,41,Project evidence
E0396,Project Management,3,33,Certification
E0396,Python,5,20,Project evidence
E0397,Excel,1,15,Self-assessment
E0397,Business Acumen,1,19,Self-assessment
E0397,Stakeholder Management,3,45,Manager validation
E0397,Data Visualization,1,42,Self-assessment
E0397,Statistics,2,39,Self-assessment
E0397,Data Storytelling,4,39,Self-assessment
E0397,Power BI,3,25,Self-assessment
E0398,Change Management,4,23,Self-assessment
E0398,Excel,2,34,Self-assessment
E0398,Business Acumen,3,40,Self-assessment
E0398,Performance Analytics,2,36,Self-assessment
E0398,Data Quality,2,42,Manager validation
E0398,Stakeholder Management,4,45,Certification
E0398,Data Storytelling,3,13,Manager validation
E0398,Project Management,3,23,Manager validation
E0399,Excel,1,16,Certification
E0399,Stakeholder Management,1,7,Project evidence
E0399,Generative AI,1,13,Self-assessment
E0399,Statistics,2,30,Self-assessment
E0399,Data Storytelling,1,34,Project evidence
E0399,Project Management,1,42,Manager validation
E0399,Talent Intelligence,4,34,Self-assessment
E0399,People Analytics,2,5,Self-assessment
E0400,Excel,3,18,Manager validation
E0400,Scenario Modeling,1,21,Project evidence
E0400,Business Acumen,1,3,Manager validation
E0400,Power BI,2,30,Certification
E0400,Data Quality,4,5,Project evidence
E0400,Forecasting,2,18,Self-assessment
E0400,Project Management,2,45,Manager validation
E0401,Change Management,3,44,Certification
E0401,Excel,3,29,Self-assessment
E0401,Business Acumen,3,8,Manager validation
E0401,Data Quality,1,38,Manager validation
